都道府県,路線名,URL
kanagawa,東急目黒線,https://suumo.jp/chintai/soba/kanagawa/en_tokyumegurosen/
kanagawa,東急新横浜線,https://suumo.jp/chintai/soba/kanagawa/en_tokyushinyokohamasen/
kanagawa,ＪＲ横須賀線,https://suumo.jp/chintai/soba/kanagawa/en_yokosukasen/
kanagawa,ＪＲ京浜東北線,https://suumo.jp/chintai/soba/kanagawa/en_keihintohokusen/
kanagawa,ＪＲ根岸線,https://suumo.jp/chintai/soba/kanagawa/en_negishisen/
kanagawa,ＪＲ鶴見線,https://suumo.jp/chintai/soba/kanagawa/en_tsurumisen/
kanagawa,ＪＲ東海道本線,https://suumo.jp/chintai/soba/kanagawa/en_tokaidohonsen/
kanagawa,ＪＲ御殿場線,https://suumo.jp/chintai/soba/kanagawa/en_gotembasen/
kanagawa,ＪＲ南武線,https://suumo.jp/chintai/soba/kanagawa/en_nambusen/
kanagawa,ＪＲ横浜線,https://suumo.jp/chintai/soba/kanagawa/en_yokohamasen/
kanagawa,ＪＲ相模線,https://suumo.jp/chintai/soba/kanagawa/en_sagamisen/
kanagawa,ＪＲ中央線,https://suumo.jp/chintai/soba/kanagawa/en_chuosen/
kanagawa,湘南新宿ライン宇須,https://suumo.jp/chintai/soba/kanagawa/en_shonanshinjukulineutsunomiyayokosukasen/
kanagawa,湘南新宿ライン高海,https://suumo.jp/chintai/soba/kanagawa/en_shonanshinjukulinetakasakitokaidosen/
kanagawa,東海道新幹線,https://suumo.jp/chintai/soba/kanagawa/en_tokaidoshinkansen/
kanagawa,ＪＲ埼京線,https://suumo.jp/chintai/soba/kanagawa/en_saikyosen/
kanagawa,京王相模原線,https://suumo.jp/chintai/soba/kanagawa/en_keiosagamiharasen/
kanagawa,京急本線,https://suumo.jp/chintai/soba/kanagawa/en_keihinkyukohonsen/
kanagawa,京急大師線,https://suumo.jp/chintai/soba/kanagawa/en_keihinkyukodaishisen/
kanagawa,京急逗子線,https://suumo.jp/chintai/soba/kanagawa/en_keihinkyukozushisen/
kanagawa,京急久里浜線,https://suumo.jp/chintai/soba/kanagawa/en_keihinkyukokurihamasen/
kanagawa,小田急線,https://suumo.jp/chintai/soba/kanagawa/en_odakyusen/
kanagawa,小田急小田原線,https://suumo.jp/chintai/soba/kanagawa/en_odakyuodawarasen/
kanagawa,小田急多摩線,https://suumo.jp/chintai/soba/kanagawa/en_odakyutamasen/
kanagawa,小田急江ノ島線,https://suumo.jp/chintai/soba/kanagawa/en_odakyuenoshimasen/
kanagawa,相鉄本線,https://suumo.jp/chintai/soba/kanagawa/en_sagamitetsudosen/
kanagawa,相鉄いずみ野線,https://suumo.jp/chintai/soba/kanagawa/en_sagamitetsudoizuminosen/
kanagawa,相鉄新横浜線,https://suumo.jp/chintai/soba/kanagawa/en_sotetsushinyokohamasen/
kanagawa,ブルーライン,https://suumo.jp/chintai/soba/kanagawa/en_blueline/
kanagawa,グリーンライン,https://suumo.jp/chintai/soba/kanagawa/en_greenline/
kanagawa,みなとみらい線,https://suumo.jp/chintai/soba/kanagawa/en_minatomiraisen/
kanagawa,シーサイドライン,https://suumo.jp/chintai/soba/kanagawa/en_seasideline/
kanagawa,江ノ島電鉄線,https://suumo.jp/chintai/soba/kanagawa/en_enoshimadentetsusen/
kanagawa,湘南モノレール,https://suumo.jp/chintai/soba/kanagawa/en_shonammonorail/
kanagawa,箱根登山鉄道,https://suumo.jp/chintai/soba/kanagawa/en_hakonetozantetsudo/
kanagawa,箱根登山鉄道鋼索線,https://suumo.jp/chintai/soba/kanagawa/en_hakonetozancablesen/
kanagawa,伊豆箱根大雄山線,https://suumo.jp/chintai/soba/kanagawa/en_izuhakonedaiyuzansen/
saitama,ＪＲ京浜東北線,https://suumo.jp/chintai/soba/saitama/en_keihintohokusen/
saitama,ＪＲ埼京線,https://suumo.jp/chintai/soba/saitama/en_saikyosen/
saitama,ＪＲ川越線,https://suumo.jp/chintai/soba/saitama/en_kawagoesen/
saitama,ＪＲ高崎線,https://suumo.jp/chintai/soba/saitama/en_takasakisen/
saitama,ＪＲ宇都宮線,https://suumo.jp/chintai/soba/saitama/en_utsunomiyasen/
saitama,ＪＲ武蔵野線,https://suumo.jp/chintai/soba/saitama/en_musashinosen/
saitama,ＪＲ八高線,https://suumo.jp/chintai/soba/saitama/en_hachikosen/
saitama,湘南新宿ライン宇須,https://suumo.jp/chintai/soba/saitama/en_shonanshinjukulineutsunomiyayokosukasen/
saitama,湘南新宿ライン高海,https://suumo.jp/chintai/soba/saitama/en_shonanshinjukulinetakasakitokaidosen/
saitama,上越新幹線,https://suumo.jp/chintai/soba/saitama/en_joetsushinkansen/
saitama,北陸新幹線,https://suumo.jp/chintai/soba/saitama/en_hokurikushinkansen/
saitama,東北新幹線,https://suumo.jp/chintai/soba/saitama/en_tohokushinkansen/
saitama,東京メトロ有楽町線,https://suumo.jp/chintai/soba/saitama/en_yurakuchosen/
saitama,東京メトロ副都心線,https://suumo.jp/chintai/soba/saitama/en_fukutoshinsen/
saitama,西武新宿線,https://suumo.jp/chintai/soba/saitama/en_seibushinjukusen/
saitama,西武池袋線,https://suumo.jp/chintai/soba/saitama/en_seibuikebukurosen/
saitama,西武狭山線,https://suumo.jp/chintai/soba/saitama/en_seibusayamasen/
saitama,西武山口線,https://suumo.jp/chintai/soba/saitama/en_seibuyamaguchisen/
saitama,西武秩父線,https://suumo.jp/chintai/soba/saitama/en_seibuchichibusen/
saitama,東武東上線,https://suumo.jp/chintai/soba/saitama/en_tobutojosen/
saitama,東武越生線,https://suumo.jp/chintai/soba/saitama/en_tobuogosesen/
saitama,東武伊勢崎線,https://suumo.jp/chintai/soba/saitama/en_tobuisesakisen/
saitama,東武日光線,https://suumo.jp/chintai/soba/saitama/en_tobunikkosen/
saitama,東武野田線,https://suumo.jp/chintai/soba/saitama/en_tobunodasen/
saitama,埼玉高速鉄道,https://suumo.jp/chintai/soba/saitama/en_saitamakosokutetsudosen/
saitama,つくばエクスプレス,https://suumo.jp/chintai/soba/saitama/en_tsukubaexpress/
saitama,埼玉新都市交通伊奈線,https://suumo.jp/chintai/soba/saitama/en_saitamashintoshikotsuinasen/
saitama,秩父鉄道,https://suumo.jp/chintai/soba/saitama/en_chichibutetsudo/
chiba,ＪＲ総武線,https://suumo.jp/chintai/soba/chiba/en_sobusen/
chiba,ＪＲ常磐線,https://suumo.jp/chintai/soba/chiba/en_jobansen/
chiba,ＪＲ成田線,https://suumo.jp/chintai/soba/chiba/en_naritasen/
chiba,ＪＲ武蔵野線,https://suumo.jp/chintai/soba/chiba/en_musashinosen/
chiba,ＪＲ総武線快速,https://suumo.jp/chintai/soba/chiba/en_sobukaisokusen/
chiba,ＪＲ総武本線,https://suumo.jp/chintai/soba/chiba/en_sobuhonsen/
chiba,ＪＲ京葉線,https://suumo.jp/chintai/soba/chiba/en_keiyosen/
chiba,ＪＲ鹿島線,https://suumo.jp/chintai/soba/chiba/en_kashimasen/
chiba,ＪＲ外房線,https://suumo.jp/chintai/soba/chiba/en_sotobosen/
chiba,ＪＲ東金線,https://suumo.jp/chintai/soba/chiba/en_toganesen/
chiba,ＪＲ内房線,https://suumo.jp/chintai/soba/chiba/en_uchibosen/
chiba,ＪＲ久留里線,https://suumo.jp/chintai/soba/chiba/en_kururisen/
chiba,東京メトロ東西線,https://suumo.jp/chintai/soba/chiba/en_tozaisen/
chiba,都営新宿線,https://suumo.jp/chintai/soba/chiba/en_toeishinjukusen/
chiba,京成本線,https://suumo.jp/chintai/soba/chiba/en_keiseihonsen/
chiba,京成千葉線,https://suumo.jp/chintai/soba/chiba/en_keiseichibasen/
chiba,京成千原線,https://suumo.jp/chintai/soba/chiba/en_keiseichiharasen/
chiba,新京成線,https://suumo.jp/chintai/soba/chiba/en_shinkeiseisen/
chiba,東武野田線,https://suumo.jp/chintai/soba/chiba/en_tobunodasen/
chiba,北総線,https://suumo.jp/chintai/soba/chiba/en_hokusosen/
chiba,つくばエクスプレス,https://suumo.jp/chintai/soba/chiba/en_tsukubaexpress/
chiba,千葉都市モノレール,https://suumo.jp/chintai/soba/chiba/en_chibatoshimonorail/
chiba,流鉄流山線,https://suumo.jp/chintai/soba/chiba/en_ryutetsunagareyamasen/
chiba,東葉高速鉄道,https://suumo.jp/chintai/soba/chiba/en_toyokosokusen/
chiba,ユーカリが丘線,https://suumo.jp/chintai/soba/chiba/en_yukarigaokasen/
chiba,小湊鉄道線,https://suumo.jp/chintai/soba/chiba/en_kominatotetsudosen/
chiba,銚子電気鉄道,https://suumo.jp/chintai/soba/chiba/en_choshidentetsu/
chiba,芝山鉄道,https://suumo.jp/chintai/soba/chiba/en_shibayamatetsudosen/
chiba,成田スカイアクセス,https://suumo.jp/chintai/soba/chiba/en_naritaskyaccess/
